Kunde;customname;customform;name;fieldobjectid;fieldparentid;fieldparenttype;elementtype;fieldtype;blocktype;specialtype;fieldrelation;fieldlabel;language
ipw;form1903780;1903780;ISMS Evaluering af kritiske leverandÃ¸rers fysiske sikkerhed;1903781;;customform;field;relation;;;form4132;LeverandÃ¸r;DA
ipw;form1903780;1903780;ISMS Evaluering af kritiske leverandÃ¸rers fysiske sikkerhed;1903782;;customform;field;integer;;;;Kontrol-Ã¥r;DA
ipw;form1903780;1903780;ISMS Evaluering af kritiske leverandÃ¸rers fysiske sikkerhed;1903786;;customform;field;combo;;;;Godkendt efter;DA
ipw;form1903780;1903780;ISMS Evaluering af kritiske leverandÃ¸rers fysiske sikkerhed;1903783;;customform;field;confirmcheckbox;;;;GennemfÃ¸rt;DA
ipw;form1903780;1903780;ISMS Evaluering af kritiske leverandÃ¸rers fysiske sikkerhed;1903787;;customform;field;attachfile;;;;Certifikat(er);DA
ipw;form1903780;1903780;ISMS Evaluering af kritiske leverandÃ¸rers fysiske sikkerhed;1903792;;customform;field;text;;;;Uddyb anden vurdering;DA
ipw;form1903780;1903780;ISMS Evaluering af kritiske leverandÃ¸rers fysiske sikkerhed;1903824;;customform;block;;layout_fieldset;;;Scope omfatter;DA
ipw;form1903780;1903780;ISMS Evaluering af kritiske leverandÃ¸rers fysiske sikkerhed;1903825;1903824;customformelement;field;checkbox;;;;Anvendte produkt(er);DA
ipw;form1903780;1903780;ISMS Evaluering af kritiske leverandÃ¸rers fysiske sikkerhed;1903826;1903824;customformelement;field;checkbox;;;;Korrekte lokationer;DA
ipw;form1903780;1903780;ISMS Evaluering af kritiske leverandÃ¸rers fysiske sikkerhed;1903827;1903824;customformelement;field;checkbox;;;;Operationel og fysisk sikkerhed;DA
ipw;form1903780;1903780;ISMS Evaluering af kritiske leverandÃ¸rers fysiske sikkerhed;1903830;;customform;field;date;;;;Gyldig til;DA
ipw;form1904281;1904281;ISAE 3402 kontroller;1904282;;customform;field;integer;;;;Nr;DA
ipw;form1904281;1904281;ISAE 3402 kontroller;1904283;;customform;field;string;;;;Kapitel;DA
ipw;form1904281;1904281;ISAE 3402 kontroller;1904284;;customform;field;string;;;;Afsnit;DA
ipw;form1904281;1904281;ISAE 3402 kontroller;1904285;;customform;field;text;;;;Beskrivelse;DA
ipw;form1904281;1904281;ISAE 3402 kontroller;1904286;;customform;field;combo;;;;Status;DA
ipw;form1904281;1904281;ISAE 3402 kontroller;1904287;;customform;field;multiselect;;;document;Dokumenter;DA
ipw;form1905946;1905946;CSA - Vurdering;1905947;;customform;field;string;;;;Beskrivelse;DA
ipw;form1905946;1905946;CSA - Vurdering;1905951;;customform;field;colorpicker;;;;Farvekode;DA
ipw;form1905928;1905928;Cyber Security Awareness Survey;1905955;;customform;block;;layout_fieldset;;;Info;DA
ipw;form1905928;1905928;Cyber Security Awareness Survey;1905956;1905955;customformelement;special;;;created;;Udfyldt d.;DA
ipw;form1905928;1905928;Cyber Security Awareness Survey;1905966;1905955;customformelement;special;;;createdby;;Udfyldt af;DA
ipw;form1905928;1905928;Cyber Security Awareness Survey;1905971;1905955;customformelement;field;relation;;;form1905946;Vurdering pÃ¥ baggrund af besvarelsen;DA
ipw;form1905928;1905928;Cyber Security Awareness Survey;1905976;;customform;block;;layout_fieldset;;;SpÃ¸rgsmÃ¥l;DA
ipw;form1905928;1905928;Cyber Security Awareness Survey;1905981;1905976;customformelement;field;radiobutton;;;;Er du bekendt med, at have modtaget en phishing mail?;DA
ipw;form1905928;1905928;Cyber Security Awareness Survey;1905986;1905976;customformelement;field;radiobutton;;;;Hvordan hÃ¥ndterede du mailen?;DA
ipw;form1905928;1905928;Cyber Security Awareness Survey;1905993;1905976;customformelement;field;text;;;;Uddyb;DA
ipw;form1905928;1905928;Cyber Security Awareness Survey;1906006;1905976;customformelement;field;string;;;;Hvis du mener at flere at svarene passer, sÃ¥ vÃ¦lg evt. andet og uddyb. Ellers vÃ¦lg det svar, du fÃ¸ler mest om.;DA
ipw;form1905928;1905928;Cyber Security Awareness Survey;1906012;1905976;customformelement;field;radiobutton;;;;Hvordan sikrer man sig, at der er tale om en valid afsender pÃ¥ en e-mail?;DA
ipw;form1905928;1905928;Cyber Security Awareness Survey;1906017;1905976;customformelement;field;text;;;;Uddyb;DA
ipw;form1905928;1905928;Cyber Security Awareness Survey;1906025;1905976;customformelement;field;radiobutton;;;;Hvad er vigtigst i forhold til ens kodeord?;DA
ipw;form1905928;1905928;Cyber Security Awareness Survey;1906030;1905976;customformelement;field;text;;;;Uddyb;DA
ipw;form1905928;1905928;Cyber Security Awareness Survey;1906038;1905976;customformelement;field;radiobutton;;;;Du modtager et opkald fra banken, vedr. skiftet fra NemID til MitID, som skete her 1. oktober. De beder dig verificere dine informationer, for at kunne skifte dig over.;DA
ipw;form1905928;1905928;Cyber Security Awareness Survey;1906051;1905976;customformelement;field;radiobutton;;;;En kunde har sendt en e-mail med et excel-ark, hvori der er indskrevet navne og CPR-nr. pÃ¥ deres medarbejdere. Hvad gÃ¸r du?;DA
ipw;form1905928;1905928;Cyber Security Awareness Survey;1906043;1905976;customformelement;field;text;;;;Uddyb;DA
ipw;form1905928;1905928;Cyber Security Awareness Survey;1906056;1905976;customformelement;field;text;;;;Uddyb;DA
ipw;form1905928;1905928;Cyber Security Awareness Survey;1906064;;customform;block;;layout_fieldset;;;Behandling;DA
ipw;form1905928;1905928;Cyber Security Awareness Survey;1906069;1906064;customformelement;special;;;responsible;;Ansvarlig behandler;DA
ipw;form1905928;1905928;Cyber Security Awareness Survey;1906074;1906064;customformelement;field;userrelation;;;;Skift ansvarlig behandler;DA
ipw;form1905928;1905928;Cyber Security Awareness Survey;1906079;1906064;customformelement;field;date;;;;Dato for indledende behandling;DA
ipw;form1905928;1905928;Cyber Security Awareness Survey;1906084;1906064;customformelement;field;date;;;;Dato for opfÃ¸lgning;DA
ipw;form1905928;1905928;Cyber Security Awareness Survey;1906090;1906064;customformelement;field;url;;;;Link til phishing kampagne;DA
ipw;form1905928;1905928;Cyber Security Awareness Survey;1906095;1906064;customformelement;field;text;;;;BemÃ¦rkninger;DA
ipw;form1905928;1905928;Cyber Security Awareness Survey;1906100;1906064;customformelement;field;radiobutton;;;;Videre forlÃ¸b;DA
ipw;form1905928;1905928;Cyber Security Awareness Survey;1906105;1906064;customformelement;field;url;;;;Link til materiale;DA
ipw;form1905928;1905928;Cyber Security Awareness Survey;1906110;1906064;customformelement;field;text;;;;Uddybning;DA
ipw;form1905928;1905928;Cyber Security Awareness Survey;1906120;1906064;customformelement;field;relation;;;form1905946;Overordnet vurdering;DA
ipw;form1905928;1905928;Cyber Security Awareness Survey;1906126;1906064;customformelement;field;confirmcheckbox;;;;BekrÃ¦ftelse for fÃ¦rdigbehandling;DA
ipw;form1887113;1887113;decimaltester;1913197;;customform;field;decimal;;;;Audit inspection score;DA
ipw;form1329139;1329139;Leverancer;1913429;1860481;customformelement;field;date;;;;Leverance udsat til (parkeret);DA
ipw;form1918204;1918204;Indberetning;1918205;;customform;field;radiobutton;;;;Type;DA
ipw;form1918204;1918204;Indberetning;1918206;;customform;field;date;;;;Observeret;DA
ipw;form1918204;1918204;Indberetning;1918207;;customform;field;combo;;;;Lokation;DA
ipw;form1918204;1918204;Indberetning;1918209;;customform;field;checkbox;;;;F1 kategori;DA
ipw;form1918204;1918204;Indberetning;1918211;;customform;field;checkbox;;;;F2 kategori;DA
ipw;form1918234;1918234;Rundering;1919435;;customform;special;;;layout_buttonupload;;Upload filer;DA
ipw;form1918234;1918234;Rundering;1919436;;customform;field;attachfile;;;;Fil fra PC (single);DA
ipw;form1918234;1918234;Rundering;1919437;;customform;field;attachfile;;;;Fil fra PC (multi);DA
ipw;form1918234;1918234;Rundering;1919438;;customform;field;imagethumbattach;;;;Billede fra PC;DA
ipw;form1918234;1918234;Rundering;1919439;;customform;field;imagethumbattach;;;;Billede;DA
ipw;form1918234;1918234;Rundering;1919440;;customform;special;;;layout_linebreak;;Blanko;DA
ipw;form1918234;1918234;Rundering;1919441;;customform;special;;;layout_linebreak;;Blanko;DA
ipw;form1918234;1918234;Rundering;1919442;;customform;special;;;layout_linebreak;;Blanko;DA
ipw;form1918234;1918234;Rundering;1919443;;customform;special;;;layout_linebreak;;Blanko;DA
ipw;form1886010;1886010;ServicebesÃ¸g;1921146;;customform;field;confirmcheckbox;;;;UdfÃ¸rt;DA
ipw;form1886010;1886010;ServicebesÃ¸g;1923367;;customform;field;confirmcheckbox;;;;Ikke relevant;DA
